,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,cluster
6217,Indiana Jones and the Staff of Kings,PS2,2009.0,Action,Activision,0.11,0.01,0.0,0.16,0.28,55.0,4.0,7.5,13.0,LucasArts,T,0
6218,Angry Birds Star Wars,X360,2013.0,Strategy,Activision,0.16,0.1,0.0,0.02,0.28,59.0,3.0,5.6,25.0,Exient Entertainment,E,1
6225,Dave Mirra Freestyle BMX 2,GC,2001.0,Sports,Acclaim Entertainment,0.21,0.06,0.0,0.01,0.28,78.0,15.0,7.7,10.0,"Z-Axis, Ltd.",T,1
6226,One Piece: Unlimited World Red,PS3,2014.0,Action,Namco Bandai Games,0.09,0.1,0.06,0.04,0.28,71.0,28.0,7.3,46.0,Ganbarion,T,0
6230,True Crime: New York City,XB,2005.0,Action,Activision,0.21,0.06,0.0,0.01,0.28,60.0,43.0,7.8,17.0,Exakt,M,2
6231,Summer Heat Beach Volleyball,PS2,2003.0,Sports,Acclaim Entertainment,0.14,0.11,0.0,0.04,0.28,65.0,21.0,7.7,19.0,Acclaim Studios Cheltenham,T,0
6233,Avatar: The Last Airbender,Wii,2006.0,Adventure,THQ,0.23,0.02,0.0,0.02,0.28,56.0,15.0,5.8,8.0,AWE Games,E10+,0
6235,Castlevania: Aria of Sorrow,GBA,2003.0,Platform,Konami Digital Entertainment,0.2,0.07,0.0,0.0,0.28,91.0,29.0,9.1,127.0,KCET,T,0
6236,Myst III: Exile,PS2,2002.0,Adventure,Ubisoft,0.14,0.11,0.0,0.04,0.28,57.0,9.0,7.0,4.0,Presto Studios,E,1
6237,Shin Megami Tensei: Strange Journey,DS,2009.0,Role-Playing,Atlus,0.13,0.0,0.14,0.01,0.28,80.0,26.0,8.7,69.0,Atlus,M,2
6240,Army of Two: The Devil's Cartel,PS3,2013.0,Shooter,Electronic Arts,0.11,0.11,0.01,0.05,0.28,58.0,27.0,6.7,100.0,Visceral Games,M,2
6245,Patapon 3,PSP,2011.0,Misc,Sony Computer Entertainment,0.05,0.03,0.17,0.02,0.27,74.0,41.0,7.2,35.0,SCE Japan Studio,E,1
6246,Ice Age: Dawn of the Dinosaurs,Wii,2009.0,Action,Activision,0.11,0.14,0.0,0.03,0.27,75.0,12.0,8.3,6.0,Activision,E10+,2
6252,Tao Feng: Fist of the Lotus,XB,2003.0,Fighting,Microsoft Game Studios,0.21,0.06,0.0,0.01,0.27,65.0,32.0,6.5,8.0,Studio Gigante,M,2
6253,Guitar Hero: Van Halen,PS3,2009.0,Misc,Activision,0.14,0.09,0.0,0.04,0.27,59.0,33.0,4.7,9.0,Neversoft Entertainment,T,2
6255,Dragon Ball Z: Budokai 2,GC,2004.0,Fighting,Atari,0.21,0.06,0.0,0.01,0.27,66.0,9.0,5.8,12.0,Pyramid,T,0
6257,Over the Hedge,DS,2006.0,Platform,Activision,0.24,0.01,0.0,0.02,0.27,71.0,17.0,6.4,9.0,Vicarious Visions,E,1
6262,Siren: Blood Curse,PS3,2008.0,Action,Sony Computer Entertainment,0.0,0.17,0.09,0.01,0.27,78.0,42.0,8.1,87.0,SCE Japan Studio,M,2
6266,NHL Hitz 20-02,XB,2001.0,Sports,Midway Games,0.2,0.06,0.0,0.01,0.27,79.0,20.0,8.7,11.0,Black Box,E,1
6268,GRID 2,X360,2013.0,Racing,Codemasters,0.08,0.16,0.0,0.03,0.27,78.0,51.0,5.8,156.0,Codemasters,E,1
6270,Evil Dead: Hail to the King,PS,2000.0,Adventure,THQ,0.15,0.1,0.0,0.02,0.27,51.0,8.0,6.0,7.0,Heavy Iron Studios,M,2
6271,Need for Speed: The Run,Wii,2011.0,Action,Electronic Arts,0.11,0.12,0.01,0.03,0.27,64.0,6.0,3.6,21.0,Firebrand Games,E10+,0
6275,Dave Mirra Freestyle BMX: Maximum Remix,PS,2001.0,Sports,Acclaim Entertainment,0.15,0.1,0.0,0.02,0.27,67.0,11.0,8.1,7.0,"Z-Axis, Ltd.",E,1
6276,The Evil Within,PC,2014.0,Action,Bethesda Softworks,0.1,0.16,0.0,0.02,0.27,68.0,18.0,5.9,721.0,Tango Gameworks,M,2
6278,Rock Revolution,X360,2008.0,Misc,Konami Digital Entertainment,0.25,0.0,0.0,0.02,0.27,38.0,28.0,5.1,17.0,"Zoe Mode, HB Studios Multimedia",T,0
6279,Dead Rising 2: Off the Record,X360,2011.0,Action,Capcom,0.17,0.08,0.0,0.02,0.27,72.0,48.0,7.5,60.0,Capcom Vancouver,M,2
6280,WWII Aces,Wii,2008.0,Simulation,Destineer,0.25,0.0,0.0,0.02,0.27,41.0,7.0,5.4,18.0,Arcade Moon,T,0
6283,Athens 2004,PS2,2004.0,Sports,Sony Computer Entertainment,0.13,0.1,0.0,0.03,0.27,61.0,57.0,7.2,13.0,Eurocom Entertainment Software,E,1
6287,Pro Race Driver,PS2,2002.0,Racing,Codemasters,0.13,0.1,0.0,0.03,0.27,81.0,22.0,8.5,20.0,Codemasters,T,0
6290,Baten Kaitos: Eternal Wings and the Lost Ocean,GC,2003.0,Role-Playing,Nintendo,0.21,0.05,0.0,0.01,0.27,80.0,48.0,9.0,59.0,Monolith Soft,T,0
6293,Iron Man 2,X360,2010.0,Action,Sega,0.15,0.09,0.0,0.03,0.27,41.0,35.0,5.9,54.0,Sega Studios San Francisco,T,0
6295,Rocky: Legends,PS2,2004.0,Action,Ubisoft,0.13,0.1,0.0,0.03,0.27,65.0,24.0,8.6,12.0,Venom Games,T,0
6298,The Warriors,PSP,2007.0,Action,Take-Two Interactive,0.23,0.01,0.0,0.02,0.27,81.0,36.0,7.8,21.0,"Rockstar Toronto, Rockstar Leeds",M,2
6304,RalliSport Challenge 2,XB,2004.0,Racing,Microsoft Game Studios,0.18,0.08,0.0,0.01,0.27,87.0,69.0,9.1,33.0,Digital Illusions,E,1
6305,Pac-Pix,DS,2005.0,Puzzle,Namco Bandai Games,0.16,0.0,0.1,0.01,0.27,71.0,41.0,7.1,7.0,Namco,E,1
6307,F1 Race Stars,X360,2012.0,Racing,Codemasters,0.07,0.17,0.0,0.02,0.27,64.0,33.0,5.7,22.0,Codemasters,E,1
6308,Sing Party,WiiU,2012.0,Misc,Nintendo,0.13,0.12,0.0,0.02,0.27,60.0,21.0,5.4,18.0,FreeStyleGames,E10+,0
6314,NHL 07,X360,2006.0,Sports,Electronic Arts,0.25,0.0,0.0,0.02,0.27,79.0,49.0,5.3,167.0,EA Sports,E10+,1
6315,RollerCoaster Tycoon 3,PC,2004.0,Strategy,Atari,0.01,0.22,0.0,0.04,0.27,81.0,39.0,5.0,346.0,Frontier Developments,E,1
6316,Ty the Tasmanian Tiger,GC,2002.0,Platform,Electronic Arts,0.21,0.05,0.0,0.01,0.27,69.0,12.0,8.7,15.0,Krome Studios,E,1
6317,WWE Road to WrestleMania X8,GBA,2002.0,Fighting,THQ,0.19,0.07,0.0,0.0,0.27,73.0,10.0,7.5,6.0,Natsume,E,1
6320,Fullmetal Alchemist 2: Curse of the Crimson Elixir,PS2,2004.0,Role-Playing,Square Enix,0.13,0.1,0.0,0.03,0.27,67.0,21.0,8.4,20.0,Racjin,T,0
6321,NASCAR 06: Total Team Control,XB,2005.0,Racing,Electronic Arts,0.2,0.06,0.0,0.01,0.27,79.0,25.0,5.9,7.0,EA Sports,E,1
6322,BloodRayne 2,PS2,2004.0,Shooter,THQ,0.13,0.1,0.0,0.03,0.27,70.0,26.0,8.5,21.0,Terminal Reality,M,1
6323,Rory McIlroy PGA Tour,XOne,2015.0,Action,Electronic Arts,0.16,0.09,0.0,0.02,0.27,60.0,26.0,4.3,77.0,EA Tiburon,E,0
6324,The Club,X360,2008.0,Shooter,Sega,0.15,0.1,0.0,0.02,0.27,76.0,63.0,6.8,43.0,Bizarre Creations,M,2
6325,NHL 2002,XB,2001.0,Sports,Electronic Arts,0.2,0.06,0.0,0.01,0.27,89.0,17.0,8.8,5.0,EA Sports,E,1
6326,LEGO The Hobbit,XOne,2014.0,Action,Warner Bros. Interactive Entertainment,0.13,0.12,0.0,0.02,0.27,69.0,20.0,6.8,36.0,TT Games,E10+,0
6327,Lightning Returns: Final Fantasy XIII,X360,2013.0,Role-Playing,Square Enix,0.15,0.08,0.01,0.02,0.27,69.0,21.0,6.6,222.0,Square Enix,T,0
6334,Shadow of Rome,PS2,2005.0,Action,Capcom,0.13,0.1,0.0,0.03,0.27,75.0,52.0,8.3,62.0,Capcom,M,2
6338,NASCAR 2011: The Game,PS3,2011.0,Racing,Activision,0.25,0.0,0.0,0.02,0.27,62.0,16.0,3.7,15.0,Eutechnyx,E,1
6339,Harry Potter and the Order of the Phoenix,PS2,2007.0,Action,Electronic Arts,0.13,0.1,0.0,0.03,0.27,61.0,17.0,8.0,28.0,EA Games,E10+,0
6340,Transformers: Cybertron Adventures,Wii,2010.0,Action,Activision,0.14,0.1,0.0,0.02,0.27,41.0,15.0,6.5,8.0,Next Level Games,T,0
6341,Stuntman: Ignition,PS2,2007.0,Racing,THQ,0.13,0.1,0.0,0.03,0.27,71.0,8.0,6.4,8.0,Paradigm Entertainment,T,1
6344,NHL 2K11,Wii,2010.0,Sports,Take-Two Interactive,0.23,0.02,0.0,0.02,0.27,62.0,12.0,5.8,4.0,Visual Concepts,E10+,1
6345,Fantastic 4,XB,2005.0,Action,Activision,0.2,0.06,0.0,0.01,0.27,62.0,46.0,6.6,8.0,7 Studios,T,0
6349,MotoGP,PS2,2000.0,Racing,Namco Bandai Games,0.06,0.05,0.14,0.02,0.27,77.0,16.0,6.0,5.0,Namco,E,1
6351,Batman: Arkham Origins Blackgate,3DS,2013.0,Action,Warner Bros. Interactive Entertainment,0.16,0.09,0.0,0.02,0.27,68.0,7.0,6.8,38.0,Armature Studio,T,0
6353,Shadows of the Damned,PS3,2011.0,Action,Electronic Arts,0.11,0.09,0.04,0.03,0.27,77.0,56.0,8.1,124.0,Grasshopper Manufacture,M,2
6354,R.U.S.E.,PC,2010.0,Strategy,Ubisoft,0.04,0.19,0.0,0.04,0.27,76.0,33.0,8.1,176.0,Eugen Systems,T,0
6360,NBA Live 2004,GC,2003.0,Sports,Electronic Arts,0.21,0.05,0.0,0.01,0.27,84.0,17.0,9.0,4.0,EA Sports,E,1
6372,Reign of Fire,PS2,2002.0,Shooter,BAM! Entertainment,0.13,0.1,0.0,0.03,0.27,56.0,16.0,7.0,4.0,Kuju Entertainment,M,0
6376,The Sims 2: Pets,GC,2006.0,Simulation,Electronic Arts,0.21,0.05,0.0,0.01,0.27,66.0,15.0,7.3,8.0,Maxis,T,0
6378,Ultimate NES Remix,3DS,2014.0,Action,Unknown,0.15,0.09,0.0,0.02,0.27,69.0,16.0,7.6,32.0,Indies Zero,E,1
6380,Tropico 4,PC,2011.0,Strategy,Kalypso Media,0.1,0.13,0.0,0.04,0.27,78.0,46.0,7.7,359.0,Haemimont,T,0
6381,The BIGS,X360,2007.0,Sports,Take-Two Interactive,0.18,0.08,0.0,0.0,0.27,79.0,23.0,8.4,21.0,Blue Castle Games,E,1
6383,Jurassic Park: Operation Genesis,PS2,2003.0,Simulation,Konami Digital Entertainment,0.13,0.1,0.0,0.03,0.27,75.0,13.0,8.9,21.0,Blue Tongue Entertainment,T,0
6387,Knockout Kings 2002,XB,2002.0,Sports,Electronic Arts,0.2,0.06,0.0,0.01,0.27,78.0,20.0,7.9,7.0,Electronic Arts,T,1
6393,InuYasha: Feudal Combat,PS2,2005.0,Fighting,Namco Bandai Games,0.13,0.1,0.0,0.03,0.27,52.0,14.0,8.3,21.0,Eighting,T,0
6395,R.U.S.E.,X360,2010.0,Strategy,Ubisoft,0.12,0.11,0.0,0.02,0.27,78.0,45.0,7.0,38.0,Eugen Systems,T,0
6396,Duel Masters,PS2,2004.0,Strategy,Atari,0.13,0.1,0.0,0.03,0.27,66.0,20.0,8.3,6.0,High Voltage Software,E,1
6400,MotionSports: Adrenaline,X360,2011.0,Sports,Ubisoft,0.14,0.1,0.0,0.03,0.27,41.0,8.0,7.4,7.0,Ubisoft Vancouver,E,1
6407,NBA 07,PS3,2006.0,Sports,Sony Computer Entertainment,0.24,0.0,0.01,0.02,0.27,63.0,24.0,6.3,10.0,SCEA,E,1
6408,Call of Juarez: The Cartel,X360,2011.0,Shooter,Ubisoft,0.14,0.1,0.0,0.03,0.27,47.0,62.0,5.7,109.0,Techland,M,2
6409,My Japanese Coach,DS,2008.0,Misc,Ubisoft,0.24,0.0,0.0,0.02,0.27,59.0,4.0,6.7,6.0,"Ubisoft, Sensory Sweep",E,0
6411,Need for Speed: Most Wanted,DS,2005.0,Racing,Electronic Arts,0.24,0.01,0.0,0.02,0.27,45.0,4.0,6.1,22.0,EA Canada,E,1
6413,Section 8,X360,2009.0,Shooter,SouthPeak Games,0.15,0.09,0.0,0.02,0.27,69.0,49.0,7.3,59.0,TimeGate Studios,T,2
6416,ESPN NBA Basketball,XB,2003.0,Sports,Sega,0.2,0.06,0.0,0.01,0.27,87.0,18.0,8.2,25.0,Visual Concepts,E,1
6419,Lowrider,PS2,2002.0,Misc,Pacific Century Cyber Works,0.11,0.09,0.03,0.03,0.26,46.0,14.0,8.4,11.0,Pacific Century Cyber Works,T,0
6420,Family Guy: Back to the Multiverse,PS3,2012.0,Action,Activision,0.12,0.1,0.0,0.04,0.26,40.0,9.0,6.4,31.0,Heavy Iron Studios,M,2
6421,All-Pro Football 2K8,X360,2007.0,Sports,Take-Two Interactive,0.24,0.0,0.0,0.02,0.26,75.0,22.0,6.8,52.0,Visual Concepts,E10+,1
6423,Fish Tycoon,DS,2007.0,Simulation,Majesco Entertainment,0.24,0.0,0.0,0.02,0.26,46.0,9.0,7.0,6.0,"LDW, Big Fish Games",E,1
6424,Plants vs. Zombies,X360,2010.0,Strategy,PopCap Games,0.24,0.0,0.0,0.02,0.26,89.0,27.0,8.2,160.0,PopCap,E10+,1
6428,Batman: Return to Arkham,PS4,2016.0,Action,Warner Bros. Interactive Entertainment,0.07,0.16,0.0,0.04,0.26,73.0,28.0,8.5,79.0,"Rocksteady Studios, Virtuos",T,0
6430,Rune: Viking Warlord,PS2,2001.0,Action,Take-Two Interactive,0.13,0.1,0.0,0.03,0.26,53.0,16.0,7.3,11.0,Human Head Studios,M,0
6431,The Incredible Hulk,X360,2008.0,Action,Sega,0.22,0.02,0.0,0.02,0.26,55.0,42.0,6.4,24.0,Edge of Reality,T,0
6432,Panzer Dragoon Orta,XB,2002.0,Shooter,Sega,0.16,0.05,0.04,0.01,0.26,90.0,41.0,8.5,64.0,Smilebit,T,0
6436,America's Test Kitchen: Let's Get Cooking,DS,2010.0,Simulation,Nintendo,0.25,0.0,0.0,0.02,0.26,87.0,4.0,5.6,9.0,Indies Zero,E,1
6441,Suikoden Tierkreis,DS,2008.0,Role-Playing,Konami Digital Entertainment,0.09,0.01,0.15,0.01,0.26,76.0,24.0,7.4,37.0,Konami,E10+,0
6442,Superman Returns,X360,2006.0,Action,Electronic Arts,0.23,0.01,0.0,0.02,0.26,51.0,48.0,6.2,49.0,EA Tiburon,T,0
6443,Shin Megami Tensei: Devil Survivor,DS,2009.0,Role-Playing,Atlus,0.13,0.0,0.12,0.01,0.26,84.0,28.0,8.8,79.0,Atlus,T,2
6449,Tearaway Unfolded,PS4,2015.0,Platform,Sony Computer Entertainment,0.09,0.13,0.0,0.04,0.26,81.0,70.0,8.1,188.0,Media Molecule,E,1
6450,MLB SlugFest 2006,PS2,2006.0,Sports,Midway Games,0.13,0.1,0.0,0.03,0.26,56.0,11.0,7.5,10.0,Blue Shift,E10+,1
6451,Etrian Odyssey II: Heroes of Lagaard,DS,2008.0,Role-Playing,Atlus,0.09,0.0,0.16,0.01,0.26,82.0,17.0,8.9,24.0,Atlus,E10+,0
6454,The Incredible Hulk,PS3,2008.0,Action,Sega,0.22,0.02,0.0,0.02,0.26,55.0,26.0,6.8,20.0,Edge of Reality,T,0
6455,Deadly Premonition,X360,2010.0,Action,Rising Star Games,0.18,0.06,0.0,0.02,0.26,68.0,39.0,8.2,332.0,Access Games,M,2
6461,Ford Racing 3,PS2,2004.0,Racing,Take-Two Interactive,0.13,0.1,0.0,0.03,0.26,50.0,7.0,6.6,8.0,Razorworks Studios,E,1
6463,The Adventures of Tintin: The Game,PS3,2011.0,Action,Ubisoft,0.06,0.15,0.0,0.05,0.26,59.0,27.0,5.7,13.0,Ubisoft Montpellier,E10+,2
6469,Dragon Ball Z: Tenkaichi Tag Team,PSP,2010.0,Fighting,Namco Bandai Games,0.11,0.03,0.09,0.03,0.26,63.0,22.0,8.6,20.0,Spike,T,0
6470,Etrian Odyssey Untold: The Millennium Girl,3DS,2013.0,Role-Playing,Atlus,0.1,0.01,0.14,0.01,0.26,80.0,41.0,8.2,89.0,Atlus,T,0
6473,Final Fantasy V Advance,GBA,2006.0,Role-Playing,Nintendo,0.0,0.0,0.26,0.01,0.26,83.0,25.0,7.2,75.0,TOSE,E,1
6476,Star Wars: Bounty Hunter,GC,2002.0,Shooter,LucasArts,0.2,0.05,0.0,0.01,0.26,67.0,20.0,7.6,16.0,LucasArts,T,0
6480,Dynasty Warriors 7: Xtreme Legends,PS3,2011.0,Action,Tecmo Koei,0.04,0.04,0.16,0.02,0.26,64.0,11.0,7.8,9.0,Omega Force,T,0
6483,Naruto: Ultimate Ninja Heroes,PSP,2006.0,Fighting,Namco Bandai Games,0.26,0.0,0.0,0.0,0.26,70.0,11.0,6.6,11.0,Bandai,T,0
6484,Angry Birds Trilogy,X360,2012.0,Action,Activision,0.18,0.05,0.0,0.02,0.26,63.0,13.0,3.5,27.0,"Rovio Mobile, Rovio Entertainment",E,0
6486,Major League Baseball 2K9,Wii,2009.0,Sports,Take-Two Interactive,0.24,0.0,0.0,0.02,0.26,61.0,5.0,4.5,10.0,2K Sports,E,1
6488,WWE 2K17,XOne,2016.0,Sports,Take-Two Interactive,0.12,0.12,0.0,0.02,0.26,68.0,12.0,5.5,27.0,Yuke's,T,0
6490,Battlestations: Midway,X360,2007.0,Strategy,Eidos Interactive,0.21,0.02,0.0,0.02,0.26,73.0,55.0,7.1,40.0,Eidos Interactive,T,0
6492,Riding Spirits,PS2,2002.0,Racing,BAM! Entertainment,0.13,0.1,0.0,0.03,0.26,59.0,14.0,9.0,17.0,Spike,E,1
6493,Project CARS,XOne,2015.0,Racing,Slightly Mad Studios,0.11,0.13,0.0,0.02,0.26,81.0,16.0,5.8,135.0,Slightly Mad Studios,E,1
6494,MLB 09: The Show,PSP,2009.0,Sports,Sony Computer Entertainment,0.24,0.0,0.0,0.02,0.26,78.0,12.0,6.9,7.0,SCEA San Diego Studios,E,1
6495,Bust A Groove 2,PS,1999.0,Misc,Enix Corporation,0.04,0.03,0.18,0.02,0.26,66.0,8.0,8.9,35.0,Metro,E,1
6506,Armored Core: Nexus,PS2,2004.0,Simulation,Indie Games,0.06,0.05,0.14,0.02,0.26,73.0,19.0,8.7,7.0,From Software,T,0
6508,Evolution Skateboarding,PS2,2002.0,Sports,Konami Digital Entertainment,0.13,0.1,0.0,0.03,0.26,44.0,14.0,6.7,9.0,Konami,T,0
6513,Outlaw Volleyball,XB,2003.0,Sports,TDK Mediactive,0.19,0.06,0.0,0.01,0.26,77.0,33.0,8.4,7.0,Hypnotix,M,2
6514,Batman: Vengeance,GC,2001.0,Adventure,Ubisoft,0.2,0.05,0.0,0.01,0.26,70.0,17.0,5.8,16.0,Ubisoft Montreal,T,0
6522,Spider-Man: Web of Shadows,PS3,2008.0,Action,Activision,0.2,0.04,0.0,0.02,0.26,67.0,44.0,7.9,34.0,"Treyarch, Shaba Games",T,0
6523,Legaia 2: Duel Saga,PS2,2001.0,Role-Playing,Eidos Interactive,0.13,0.1,0.0,0.03,0.26,67.0,21.0,8.4,43.0,Prokion,T,0
6524,Crash Nitro Kart,GC,2003.0,Racing,Vivendi Games,0.2,0.05,0.0,0.01,0.26,66.0,10.0,7.4,8.0,Vicarious Visions,E,1
6528,ExciteBots: Trick Racing,Wii,2009.0,Racing,Nintendo,0.24,0.0,0.0,0.02,0.26,77.0,29.0,8.6,26.0,Monster Games Inc.,E,1
6533,Oddworld: Stranger's Wrath,XB,2005.0,Adventure,Electronic Arts,0.19,0.06,0.0,0.01,0.26,88.0,65.0,9.1,58.0,Oddworld Inhabitants,T,0
6534,King of Fighters: Maximum Impact,PS2,2004.0,Fighting,Ignition Entertainment,0.13,0.1,0.0,0.03,0.26,64.0,45.0,6.9,12.0,SNK Playmore,T,0
6536,Atelier Ayesha: The Alchemist of Dusk,PS3,2012.0,Role-Playing,Tecmo Koei,0.06,0.04,0.14,0.02,0.26,70.0,17.0,6.6,120.0,Gust,T,0
6538,Battleborn,PS4,2016.0,Shooter,Take-Two Interactive,0.12,0.08,0.02,0.04,0.26,68.0,55.0,6.8,402.0,Gearbox Software,T,0
6542,Drakan: The Ancients' Gates,PS2,2002.0,Adventure,Sony Computer Entertainment,0.13,0.1,0.0,0.03,0.26,78.0,31.0,9.0,39.0,Surreal Software,M,1
6545,Resident Evil: Revelations,X360,2013.0,Action,Capcom,0.12,0.1,0.02,0.02,0.26,75.0,30.0,7.4,170.0,Capcom,M,2
6546,Tony Hawk: Shred,X360,2010.0,Sports,Activision,0.17,0.06,0.0,0.02,0.26,53.0,10.0,6.6,10.0,Robomodo,E,1
6548,Tokyo Jungle,PS3,2012.0,Action,Sony Computer Entertainment,0.0,0.0,0.26,0.0,0.26,74.0,60.0,8.4,89.0,Crispy's,T,2
6550,Army of Two: The Devil's Cartel,X360,2013.0,Shooter,Electronic Arts,0.16,0.07,0.0,0.02,0.26,54.0,55.0,6.2,195.0,Visceral Games,M,2
6551,Puppeteer,PS3,2013.0,Platform,Sony Computer Entertainment Europe,0.11,0.08,0.02,0.04,0.26,80.0,75.0,8.5,236.0,SCE Japan Studio,E10+,2
6553,Tom Clancy's Splinter Cell: Double Agent,PS3,2007.0,Action,Ubisoft,0.2,0.03,0.0,0.03,0.26,78.0,17.0,6.5,41.0,Ubisoft Shanghai,M,2
6556,Resident Evil: Deadly Silence,DS,2006.0,Action,Capcom,0.11,0.02,0.11,0.01,0.26,71.0,41.0,8.4,36.0,Capcom,M,2
6558,Legendary,X360,2008.0,Shooter,Atari,0.08,0.15,0.0,0.03,0.26,47.0,39.0,7.1,87.0,Spark Unlimited,M,0
6559,Peter Jackson's King Kong: The Official Game of the Movie,X360,2005.0,Action,Ubisoft,0.2,0.03,0.0,0.02,0.26,80.0,57.0,7.5,79.0,Ubisoft Montpellier,T,0
6561,Rayman DS,DS,2005.0,Platform,Ubisoft,0.21,0.03,0.0,0.02,0.26,58.0,20.0,7.6,19.0,DC Studios,E,1
6566,All-Star Baseball 2003,XB,2002.0,Sports,Acclaim Entertainment,0.19,0.06,0.0,0.01,0.26,79.0,15.0,8.1,7.0,Acclaim,E,1
6567,MTX Mototrax,PS2,2004.0,Racing,Activision,0.13,0.1,0.0,0.03,0.26,77.0,30.0,8.1,9.0,Left Field Productions,E,1
6570,NBA ShootOut 2004,PS2,2003.0,Sports,Sony Computer Entertainment,0.13,0.1,0.0,0.03,0.26,58.0,19.0,7.8,8.0,989 Sports,E,1
6572,Nancy Drew: The Mystery of the Clue Bender Society,DS,2008.0,Adventure,Codemasters,0.24,0.0,0.0,0.02,0.26,46.0,5.0,3.6,5.0,Gorilla Systems,E10+,0
6573,Castlevania: Harmony of Dissonance,GBA,2002.0,Platform,Konami Digital Entertainment,0.16,0.06,0.04,0.0,0.26,87.0,27.0,8.2,39.0,KCET,T,0
6574,Formula One 2001,PS2,2001.0,Racing,Sony Computer Entertainment,0.13,0.1,0.0,0.03,0.26,73.0,18.0,6.0,5.0,Studio Liverpool,E,1
6577,Pirates of the Caribbean: Dead Man's Chest,DS,2006.0,Adventure,Disney Interactive Studios,0.23,0.01,0.0,0.02,0.26,63.0,11.0,8.6,7.0,Amaze Entertainment,T,0
6578,Baldur's Gate: Dark Alliance II,XB,2004.0,Role-Playing,Acclaim Entertainment,0.19,0.06,0.0,0.01,0.26,77.0,44.0,7.9,16.0,Black Isle Studios,T,0
6579,Madden NFL 2005,DS,2004.0,Sports,Electronic Arts,0.24,0.0,0.0,0.02,0.26,68.0,25.0,7.7,7.0,Exient Entertainment,E,1
6580,MVP Baseball 2004,GC,2004.0,Sports,Electronic Arts,0.2,0.05,0.0,0.01,0.26,89.0,25.0,8.5,11.0,EA Sports,E,1
6581,Polarium,DS,2004.0,Puzzle,Nintendo,0.13,0.01,0.11,0.01,0.26,73.0,34.0,8.4,17.0,Mitchell,E,1
6582,Super Street Fighter II: Turbo Revival,GBA,2001.0,Fighting,Ubisoft,0.18,0.07,0.0,0.0,0.25,84.0,17.0,7.4,10.0,Capcom,T,0
6583,Secret Weapons Over Normandy,XB,2003.0,Simulation,LucasArts,0.19,0.05,0.0,0.01,0.25,77.0,31.0,8.8,4.0,Totally Games,T,0
6584,The Elder Scrolls IV: Oblivion,PC,2006.0,Role-Playing,Take-Two Interactive,0.01,0.2,0.0,0.04,0.25,94.0,54.0,8.1,2454.0,Bethesda Softworks,M,2
6587,Metroid Prime Pinball,DS,2005.0,Misc,Nintendo,0.21,0.0,0.02,0.02,0.25,79.0,51.0,7.9,32.0,Fuse Games Limited,E,1
6588,Teen Titans,PS2,2006.0,Action,THQ,0.12,0.1,0.0,0.03,0.25,56.0,12.0,8.6,17.0,Artificial Mind and Movement,E10+,0
6595,Bomberman Generation,GC,2002.0,Adventure,Vivendi Games,0.15,0.04,0.06,0.01,0.25,81.0,19.0,8.5,15.0,Hudson,E,1
6596,Sega Rally Revo,PSP,2007.0,Racing,Sega,0.03,0.15,0.0,0.07,0.25,74.0,14.0,7.2,9.0,Bugbear,E,1
6598,Surfing H3O,PS2,2000.0,Sports,Take-Two Interactive,0.12,0.1,0.0,0.03,0.25,46.0,15.0,4.6,8.0,Opus,E,1
6603,NASCAR 09,X360,2008.0,Racing,Electronic Arts,0.23,0.0,0.0,0.02,0.25,69.0,32.0,7.8,15.0,EA Games,E,0
6605,NASCAR 09,PS3,2008.0,Racing,Electronic Arts,0.22,0.01,0.0,0.02,0.25,65.0,22.0,7.5,10.0,EA Games,E,0
6606,Game of Thrones,X360,2012.0,Role-Playing,Focus Home Interactive,0.15,0.08,0.0,0.02,0.25,52.0,35.0,5.2,126.0,"Cyanide, Cyanide Studios",M,2
6621,Silent Hunter 5: Battle of the Atlantic,PC,2010.0,Simulation,Ubisoft,0.0,0.21,0.0,0.05,0.25,62.0,26.0,3.5,104.0,Ubisoft Romania,T,0
6622,Amped 2,XB,2003.0,Sports,Microsoft Game Studios,0.2,0.04,0.0,0.01,0.25,80.0,34.0,7.7,20.0,Indie Built,E,1
6624,Final Fantasy Crystal Chronicles: Echoes of Time,Wii,2009.0,Role-Playing,Square Enix,0.13,0.06,0.05,0.02,0.25,64.0,29.0,5.6,11.0,Square Enix,E10+,2
6627,NHL 08,PS3,2007.0,Action,Electronic Arts,0.16,0.06,0.0,0.03,0.25,86.0,23.0,6.9,23.0,EA Canada,E10+,2
6630,The Legend of Legacy,3DS,2015.0,Role-Playing,FuRyu,0.12,0.01,0.1,0.02,0.25,67.0,31.0,7.1,54.0,FuRyu,E10+,0
6631,Juiced 2: Hot Import Nights,PS3,2007.0,Racing,THQ,0.18,0.04,0.01,0.03,0.25,71.0,10.0,6.4,5.0,Juice Games,T,1
6633,LEGO Star Wars III: The Clone Wars,PC,2011.0,Action,LucasArts,0.1,0.13,0.0,0.03,0.25,76.0,14.0,7.5,44.0,Traveller's Tales,E10+,0
6634,The Powerpuff Girls: Chemical X-Traction,PS,2001.0,Action,BAM! Entertainment,0.14,0.1,0.0,0.02,0.25,30.0,6.0,6.3,4.0,VIS Entertainment,E,0
